variant,scale,n,rho,p,ci_lo,ci_hi,mean_Shat
unrefined,0,103,-0.07152825440989717,0.47276131916753017,-0.27706696816712023,0.11853841266950935,0.3495681583881378
unrefined,0.25,103,-0.09361794519554045,0.3469146472964362,-0.3007491428594635,0.09667642556657845,0.3521312475204468
unrefined,0.3,103,-0.09366299172276071,0.3466816486052794,-0.29671364760845637,0.0949163027201524,0.3520229756832123
unrefined,0.5,103,-0.085492677848183,0.390538972189563,-0.28666979994482666,0.10312806336600461,0.36170485615730286
unrefined,0.7,103,-0.060914166433619424,0.5410443561800016,-0.26477850544098647,0.12637503723366472,0.3795761168003082
unrefined,0.75,103,-0.05224270994371612,0.6002138828168875,-0.25494424926588877,0.13571177980694535,0.38757234811782837
unrefined,1,103,-0.018046764967623433,0.8564192859742982,-0.21598148753448657,0.1718345998925213,0.4334006905555725
refined,0,103,0.20817689473260712,0.03484482249407038,0.014402075601698794,0.3878192511333718,0.19190728664398193
refined,0.25,103,0.18423466551502993,0.062470849397448056,-0.006651426657576481,0.3651143527632689,0.3091528117656708
refined,0.3,103,0.17005627107244778,0.08591483960816121,-0.019404781861533493,0.36013257771177803,0.34042561054229736
refined,0.5,103,0.16984230006815146,0.08631600942002014,-0.035019990749420145,0.3559411542760135,0.5184069275856018
refined,0.7,103,0.12839949502549675,0.19616098593937104,-0.07291297983577236,0.3059947168886595,0.7700378894805908
refined,0.75,103,0.12375970272180821,0.2129519045664198,-0.07675616198430868,0.2978785579796151,0.8210896849632263
refined,1,103,0.3642518499190615,0.00015529835687395826,0.17088893573475158,0.5174122079106601,0.5083548426628113
