seed,lpips,ssim,psnr,cas_leaked_real_fresh,cas_clean_split,n
42,0.2196740219748117,0.5934154725299484,23.709691644318898,0.9979674796747967,0.9878048780487805,246
43,0.2201706067908828,0.5933261247781667,23.68639023908331,0.9959349593495935,0.9857723577235772,246
44,0.2204479912250507,0.593107458127378,23.688069906988556,0.9959349593495935,0.9878048780487805,246
